,Unnamed: 0,school,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,rank,gametime,Game String,Start time,US State,Attendance
493,517,michigan-state,2013-02-12,REG,Michigan (4),Big Ten,W,75,52,,21,4,W 4,Breslin Events Center,8,,,,,
494,518,michigan-state,2013-02-16,REG,Nebraska,Big Ten,W,73,64,,22,4,W 5,Bob Devaney Sports Center,8,,,,,
495,519,michigan-state,2013-02-19,REG,Indiana (1),Big Ten,L,68,72,,22,5,L 1,Breslin Events Center,4,,,,,
496,520,michigan-state,2013-02-24,REG,Ohio State (18),Big Ten,L,60,68,,22,6,L 2,Value City Arena,4,,,,,
497,521,michigan-state,2013-03-03,REG,Michigan (4),Big Ten,L,57,58,,22,7,L 3,Crisler Arena,9,,,,,
498,522,michigan-state,2013-03-07,REG,Wisconsin (22),Big Ten,W,58,43,,23,7,W 1,Breslin Events Center,10,,,,,
499,523,michigan-state,2013-03-10,REG,Northwestern,Big Ten,W,71,61,,24,7,W 2,Breslin Events Center,10,,,,,
500,525,michigan-state,2013-03-15,CTOURN,Iowa,Big Ten,W,59,56,,25,7,W 3,United Center,8,,,,,
501,526,michigan-state,2013-03-16,CTOURN,Ohio State (10),Big Ten,L,58,61,,25,8,L 1,United Center,8,,,,,
502,528,michigan-state,2013-03-21,NCAA,Valparaiso,Horizon,W,65,54,,26,8,W 1,Palace of Auburn Hills,,,,,,
503,529,michigan-state,2013-03-23,NCAA,Memphis (19),CUSA,W,70,48,,27,8,W 2,Palace of Auburn Hills,,,,,,
504,530,michigan-state,2013-03-29,NCAA,Duke (6),ACC,L,61,71,,27,9,L 1,Lucas Oil Stadium,,,,,,
505,531,michigan-state,2013-11-08,REG,McNeese State,Southland,W,98,56,,1,0,W 1,Breslin Events Center,2,,,,,
506,532,michigan-state,2013-11-12,REG,Kentucky (1),SEC,W,78,74,,2,0,W 2,United Center,2,,,,,
507,533,michigan-state,2013-11-15,REG,Columbia,Ivy,W,62,53,,3,0,W 3,Breslin Events Center,2,,,,,
508,534,michigan-state,2013-11-18,REG,Portland,WCC,W,82,67,,4,0,W 4,Breslin Events Center,1,,,,,
509,535,michigan-state,2013-11-22,REG,Virginia Tech,ACC,W,96,77,,5,0,W 5,Barclays Center,1,,,,,
510,536,michigan-state,2013-11-23,REG,Oklahoma,Big 12,W,87,76,,6,0,W 6,Barclays Center,1,,,,,
511,537,michigan-state,2013-11-29,REG,Mount St. Mary's,NEC,W,98,65,,7,0,W 7,Breslin Events Center,1,,,,,
512,538,michigan-state,2013-12-04,REG,North Carolina,ACC,L,65,79,,7,1,L 1,Breslin Events Center,1,,,,,
513,539,michigan-state,2013-12-14,REG,Oakland,Horizon,W,67,63,,8,1,W 1,,5,,,,,
514,540,michigan-state,2013-12-17,REG,North Florida,A-Sun,W,78,48,,9,1,W 2,Breslin Events Center,5,,,,,
515,541,michigan-state,2013-12-21,REG,Texas,Big 12,W,92,78,,10,1,W 3,Frank Erwin Center,5,,,,,
516,542,michigan-state,2013-12-28,REG,New Orleans,Southland,W,101,48,,11,1,W 4,Breslin Events Center,5,,,,,
517,543,michigan-state,2013-12-31,REG,Penn State,Big Ten,W,79,63,,12,1,W 5,Bryce Jordan Center,5,,,,,
518,544,michigan-state,2014-01-04,REG,Indiana,Big Ten,W,73,56,,13,1,W 6,Assembly Hall,5,,,,,
519,545,michigan-state,2014-01-07,REG,Ohio State (3),Big Ten,W,72,68,OT,14,1,W 7,Breslin Events Center,5,,,,,
520,546,michigan-state,2014-01-11,REG,Minnesota,Big Ten,W,87,75,OT,15,1,W 8,Breslin Events Center,5,,,,,
521,547,michigan-state,2014-01-15,REG,Northwestern,Big Ten,W,54,40,,16,1,W 9,Welsh-Ryan Arena,4,,,,,
522,548,michigan-state,2014-01-18,REG,Illinois,Big Ten,W,78,62,,17,1,W 10,Assembly Hall,4,,,,,
523,549,michigan-state,2014-01-21,REG,Indiana,Big Ten,W,71,66,,18,1,W 11,Breslin Events Center,3,,,,,
524,550,michigan-state,2014-01-25,REG,Michigan (21),Big Ten,L,75,80,,18,2,L 1,Breslin Events Center,3,,,,,
525,551,michigan-state,2014-01-28,REG,Iowa (15),Big Ten,W,71,69,OT,19,2,W 1,Carver-Hawkeye Arena,7,,,,,
526,552,michigan-state,2014-02-01,REG,Georgetown,Big East,L,60,64,,19,3,L 1,,7,,,,,
527,553,michigan-state,2014-02-06,REG,Penn State,Big Ten,W,82,67,,20,3,W 1,Breslin Events Center,9,,,,,
528,554,michigan-state,2014-02-09,REG,Wisconsin,Big Ten,L,58,60,,20,4,L 1,Kohl Center,9,,,,,
529,555,michigan-state,2014-02-13,REG,Northwestern,Big Ten,W,85,70,,21,4,W 1,Breslin Events Center,9,,,,,
530,556,michigan-state,2014-02-16,REG,Nebraska,Big Ten,L,51,60,,21,5,L 1,Breslin Events Center,9,,,,,
531,557,michigan-state,2014-02-20,REG,Purdue,Big Ten,W,94,79,,22,5,W 1,Mackey Arena,13,,,,,
532,558,michigan-state,2014-02-23,REG,Michigan (20),Big Ten,L,70,79,,22,6,L 1,Crisler Arena,13,,,,,
533,559,michigan-state,2014-03-01,REG,Illinois,Big Ten,L,46,53,,22,7,L 2,Breslin Events Center,18,,,,,
534,560,michigan-state,2014-03-06,REG,Iowa (24),Big Ten,W,86,76,,23,7,W 1,Breslin Events Center,22,,,,,
535,561,michigan-state,2014-03-09,REG,Ohio State,Big Ten,L,67,69,,23,8,L 1,Value City Arena,22,,,,,
536,563,michigan-state,2014-03-14,CTOURN,Northwestern,Big Ten,W,67,51,,24,8,W 1,,22,,,,,
537,564,michigan-state,2014-03-15,CTOURN,Wisconsin (12),Big Ten,W,83,75,,25,8,W 2,,22,,,,,
538,565,michigan-state,2014-03-16,CTOURN,Michigan (8),Big Ten,W,69,55,,26,8,W 3,Conseco Fieldhouse,22,,,,,
539,567,michigan-state,2014-03-20,NCAA,Delaware,CAA,W,93,78,,27,8,W 4,Spokane Veterans Memorial Arena,,,,,,
540,568,michigan-state,2014-03-22,NCAA,Harvard,Ivy,W,80,73,,28,8,W 5,Spokane Veterans Memorial Arena,,,,,,
541,569,michigan-state,2014-03-28,NCAA,Virginia (3),ACC,W,61,59,,29,8,W 6,Madison Square Garden (IV),,,,,,
542,570,michigan-state,2014-03-30,NCAA,Connecticut (18),AAC,L,54,60,,29,9,L 1,Madison Square Garden (IV),,,,,,
543,571,michigan-state,2014-11-14,REG,Navy,Patriot,W,64,59,,1,0,W 1,Alumni Hall,18,9:40p,,,,
544,572,michigan-state,2014-11-18,REG,Duke (4),ACC,L,71,81,,1,1,L 1,Bankers Life Fieldhouse,19,7:00p,,,,
545,573,michigan-state,2014-11-21,REG,Loyola (IL),MVC,W,87,52,,2,1,W 1,Breslin Events Center,19,7:00p,,,,
546,574,michigan-state,2014-11-24,REG,Santa Clara,WCC,W,79,52,,3,1,W 2,Breslin Events Center,20,7:00p,,,,
547,575,michigan-state,2014-11-27,REG,Rider,MAAC,W,77,45,,4,1,W 3,HP Field House,20,6:35p,,,,
548,576,michigan-state,2014-11-28,REG,Marquette,Big East,W,79,68,,5,1,W 4,HP Field House,20,9:00p,,,,
549,577,michigan-state,2014-11-30,REG,Kansas (11),Big 12,L,56,61,,5,2,L 1,HP Field House,20,1:00p,,,,
550,578,michigan-state,2014-12-03,REG,Notre Dame,ACC,L,78,79,OT,5,3,L 2,Purcell Pavilion at the Joyce Center,19,7:15p,,,,
551,579,michigan-state,2014-12-06,REG,Arkansas-Pine Bluff,SWAC,W,85,52,,6,3,W 1,Breslin Events Center,19,2:15p,,,,
552,580,michigan-state,2014-12-14,REG,Oakland,Horizon,W,87,61,,7,3,W 2,Breslin Events Center,-,8:00p,,,,
553,581,michigan-state,2014-12-17,REG,Eastern Michigan,MAC,W,66,46,,8,3,W 3,Breslin Events Center,25,9:00p,,,,
554,582,michigan-state,2014-12-20,REG,Texas Southern,SWAC,L,64,71,OT,8,4,L 1,Breslin Events Center,25,5:00p,,,,
555,583,michigan-state,2014-12-22,REG,The Citadel,Southern,W,82,56,,9,4,W 1,Breslin Events Center,-,6:00p,,,,
556,584,michigan-state,2014-12-30,REG,Maryland (12),Big Ten,L,66,68,2OT,9,5,L 1,Breslin Events Center,-,5:00p,,,,
557,585,michigan-state,2015-01-05,REG,Indiana,Big Ten,W,70,50,,10,5,W 1,Breslin Events Center,-,7:00p,,,,
558,586,michigan-state,2015-01-08,REG,Iowa,Big Ten,W,75,61,,11,5,W 2,Carver-Hawkeye Arena,-,7:00p,,,,
559,587,michigan-state,2015-01-11,REG,Northwestern,Big Ten,W,84,77,OT,12,5,W 3,Breslin Events Center,-,12:00p,,,,
560,588,michigan-state,2015-01-17,REG,Maryland (14),Big Ten,L,59,75,,12,6,L 1,Xfinity Center,-,4:00p,,,,
561,589,michigan-state,2015-01-21,REG,Penn State,Big Ten,W,66,60,,13,6,W 1,Breslin Events Center,-,7:00p,,,,
562,590,michigan-state,2015-01-24,REG,Nebraska,Big Ten,L,77,79,,13,7,L 1,Pinnacle Bank Arena,-,4:00p,,,,
563,591,michigan-state,2015-01-29,REG,Rutgers,Big Ten,W,71,51,,14,7,W 1,Louis Brown Athletic Center,-,6:00p,,,,
564,592,michigan-state,2015-02-01,REG,Michigan,Big Ten,W,76,66,OT,15,7,W 2,Breslin Events Center,-,1:00p,,,,
565,593,michigan-state,2015-02-07,REG,Illinois,Big Ten,L,54,59,,15,8,L 1,Breslin Events Center,-,12:00p,,,,
566,594,michigan-state,2015-02-10,REG,Northwestern,Big Ten,W,68,44,,16,8,W 1,Welsh-Ryan Arena,-,7:00p,,,,
567,595,michigan-state,2015-02-14,REG,Ohio State (23),Big Ten,W,59,56,,17,8,W 2,Breslin Events Center,-,12:00p,,,,
568,596,michigan-state,2015-02-17,REG,Michigan,Big Ten,W,80,67,,18,8,W 3,Crisler Arena,-,9:00p,,,,
569,597,michigan-state,2015-02-22,REG,Illinois,Big Ten,W,60,53,,19,8,W 4,State Farm Center,-,7:30p,,,,
570,598,michigan-state,2015-02-26,REG,Minnesota,Big Ten,L,90,96,OT,19,9,L 1,Breslin Events Center,-,7:00p,,,,
571,599,michigan-state,2015-03-01,REG,Wisconsin (5),Big Ten,L,61,68,,19,10,L 2,Kohl Center,-,4:00p,,,,
572,600,michigan-state,2015-03-04,REG,Purdue,Big Ten,W,72,66,,20,10,W 1,Breslin Events Center,-,8:00p,,,,
573,601,michigan-state,2015-03-07,REG,Indiana,Big Ten,W,74,72,,21,10,W 2,Assembly Hall,-,12:00p,,,,
574,603,michigan-state,2015-03-13,CTOURN,Ohio State,Big Ten,W,76,67,,22,10,W 3,United Center,-,9:15p,,,,
575,604,michigan-state,2015-03-14,CTOURN,Maryland (8),Big Ten,W,62,58,,23,10,W 4,United Center,-,3:25p,,,,
576,605,michigan-state,2015-03-15,CTOURN,Wisconsin (6),Big Ten,L,69,80,OT,23,11,L 1,United Center,-,3:30p,,,,
577,607,michigan-state,2015-03-20,NCAA,Georgia,SEC,W,70,63,,24,11,W 1,Spectrum Center,,12:40p,,,,
578,608,michigan-state,2015-03-22,NCAA,Virginia (6),ACC,W,60,54,,25,11,W 2,Spectrum Center,,12:10p,,,,
579,609,michigan-state,2015-03-27,NCAA,Oklahoma (13),Big 12,W,62,58,,26,11,W 3,Carrier Dome,,10:16p,,,,
580,610,michigan-state,2015-03-29,NCAA,Louisville (17),ACC,W,76,70,OT,27,11,W 4,Carrier Dome,,2:20p,,,,
581,611,michigan-state,2015-04-04,NCAA,Duke (4),ACC,L,61,81,,27,12,L 1,Lucas Oil Stadium,,6:09p,,,,
582,612,michigan-state,2015-11-13,REG,Florida Atlantic,CUSA,W,82,55,,1,0,W 1,Breslin Events Center,13,7:00p,,,,
583,613,michigan-state,2015-11-17,REG,Kansas (4),Big 12,W,79,73,,2,0,W 2,United Center,13,10:00p,,,,
584,614,michigan-state,2015-11-20,REG,Arkansas-Pine Bluff,SWAC,W,92,46,,3,0,W 3,Breslin Events Center,13,7:00p,,,,
585,615,michigan-state,2015-11-23,REG,Eastern Michigan,MAC,W,89,65,,4,0,W 4,Breslin Events Center,3,7:00p,,,,
586,616,michigan-state,2015-11-26,REG,Boston College,ACC,W,99,68,,5,0,W 5,Titan Gym,3,6:30p,,,,
587,617,michigan-state,2015-11-27,REG,Boise State,MWC,W,77,67,,6,0,W 6,Titan Gym,3,5:30p,,,,
588,618,michigan-state,2015-11-29,REG,Providence,Big East,W,77,64,,7,0,W 7,Honda Center,3,10:00p,,,,
589,619,michigan-state,2015-12-02,REG,Louisville (24),ACC,W,71,67,,8,0,W 8,Breslin Events Center,3,7:15p,,,,
590,620,michigan-state,2015-12-05,REG,Binghamton,AEC,W,76,33,,9,0,W 9,Breslin Events Center,3,12:00p,,,,
591,621,michigan-state,2015-12-09,REG,Maryland-Eastern Shore,MEAC,W,78,35,,10,0,W 10,Breslin Events Center,1,7:00p,,,,
592,622,michigan-state,2015-12-12,REG,Florida,SEC,W,58,52,,11,0,W 11,Breslin Events Center,1,6:00p,,,,
593,623,michigan-state,2015-12-19,REG,Northeastern,CAA,W,78,58,,12,0,W 12,Matthews Arena,1,12:30p,,,,
594,624,michigan-state,2015-12-22,REG,Oakland,Horizon,W,99,93,OT,13,0,W 13,Palace of Auburn Hills,1,7:00p,,,,
595,625,michigan-state,2015-12-29,REG,Iowa,Big Ten,L,70,83,,13,1,L 1,Carver-Hawkeye Arena,1,9:00p,,,,
596,626,michigan-state,2016-01-02,REG,Minnesota,Big Ten,W,69,61,,14,1,W 1,Williams Arena,1,3:00p,,,,
597,627,michigan-state,2016-01-07,REG,Illinois,Big Ten,W,79,54,,15,1,W 2,Breslin Events Center,5,9:00p,,,,
598,628,michigan-state,2016-01-10,REG,Penn State,Big Ten,W,92,65,,16,1,W 3,Bryce Jordan Center,5,12:00p,,,,
599,629,michigan-state,2016-01-14,REG,Iowa (16),Big Ten,L,59,76,,16,2,L 1,Breslin Events Center,4,7:00p,,,,
600,630,michigan-state,2016-01-17,REG,Wisconsin,Big Ten,L,76,77,,16,3,L 2,Kohl Center,4,1:30p,,,,
601,631,michigan-state,2016-01-20,REG,Nebraska,Big Ten,L,71,72,,16,4,L 3,Breslin Events Center,11,6:30p,,,,
602,632,michigan-state,2016-01-23,REG,Maryland (7),Big Ten,W,74,65,,17,4,W 1,Breslin Events Center,11,6:30p,,,,
603,633,michigan-state,2016-01-28,REG,Northwestern,Big Ten,W,76,45,,18,4,W 2,Welsh-Ryan Arena,12,9:00p,,,,
604,634,michigan-state,2016-01-31,REG,Rutgers,Big Ten,W,96,62,,19,4,W 3,Breslin Events Center,12,5:15p,,,,
605,635,michigan-state,2016-02-06,REG,Michigan,Big Ten,W,89,73,,20,4,W 4,Crisler Arena,10,2:00p,,,,
606,636,michigan-state,2016-02-09,REG,Purdue (18),Big Ten,L,81,82,OT,20,5,L 1,Mackey Arena,8,7:00p,,,,
607,637,michigan-state,2016-02-14,REG,Indiana,Big Ten,W,88,69,,21,5,W 1,Breslin Events Center,8,1:00p,,,,
608,638,michigan-state,2016-02-18,REG,Wisconsin,Big Ten,W,69,57,,22,5,W 2,Breslin Events Center,8,9:00p,,,,
609,639,michigan-state,2016-02-23,REG,Ohio State,Big Ten,W,81,62,,23,5,W 3,Value City Arena,6,9:00p,,,,
610,640,michigan-state,2016-02-28,REG,Penn State,Big Ten,W,88,57,,24,5,W 4,Breslin Events Center,6,12:00p,,,,
611,641,michigan-state,2016-03-02,REG,Rutgers,Big Ten,W,97,66,,25,5,W 5,Louis Brown Athletic Center,2,7:00p,,,,
612,642,michigan-state,2016-03-05,REG,Ohio State,Big Ten,W,91,76,,26,5,W 6,Breslin Events Center,2,12:00p,,,,
613,644,michigan-state,2016-03-11,CTOURN,Ohio State,Big Ten,W,81,54,,27,5,W 7,Bankers Life Fieldhouse,2,6:30p,,,,
614,645,michigan-state,2016-03-12,CTOURN,Maryland (18),Big Ten,W,64,61,,28,5,W 8,Bankers Life Fieldhouse,2,3:30p,,,,
615,646,michigan-state,2016-03-13,CTOURN,Purdue (13),Big Ten,W,66,62,,29,5,W 9,Bankers Life Fieldhouse,2,3:00p,,,,
616,648,michigan-state,2016-03-18,NCAA,Middle Tennessee,CUSA,L,81,90,,29,6,L 1,Scottrade Center,,2:45p,,,,
617,649,michigan-state,2016-11-11,REG,Arizona (10),Pac-12,L,63,65,,0,1,L 1,Stan Sheriff Center,12,7:00p,,,,
618,650,michigan-state,2016-11-15,REG,Kentucky (2),SEC,L,48,69,,0,2,L 2,Madison Square Garden (IV),13,7:00p,,,,
619,651,michigan-state,2016-11-18,REG,Mississippi Valley State,SWAC,W,100,53,,1,2,W 1,Breslin Events Center,13,7:00p,,,,
620,652,michigan-state,2016-11-20,REG,Florida Gulf Coast,A-Sun,W,78,77,,2,2,W 2,Breslin Events Center,13,7:00p,,,,
621,653,michigan-state,2016-11-23,REG,St. John's (NY),Big East,W,73,62,,3,2,W 3,Imperial Arena at Atlantis Resort,24,7:00p,,,,
622,654,michigan-state,2016-11-24,REG,Baylor (20),Big 12,L,58,73,,3,3,L 1,Imperial Arena at Atlantis Resort,24,12:00p,,,,
623,655,michigan-state,2016-11-25,REG,Wichita State,MVC,W,77,72,,4,3,W 1,Imperial Arena at Atlantis Resort,24,1:00p,,,,
624,656,michigan-state,2016-11-29,REG,Duke (5),ACC,L,69,78,,4,4,L 1,Cameron Indoor Stadium,-,9:30p,,,,
625,657,michigan-state,2016-12-03,REG,Oral Roberts,Summit,W,80,76,,5,4,W 1,Breslin Events Center,-,4:30p,,,,
626,658,michigan-state,2016-12-06,REG,Youngstown State,Horizon,W,77,57,,6,4,W 2,Breslin Events Center,-,7:00p,,,,
627,659,michigan-state,2016-12-10,REG,Tennessee Tech,OVC,W,71,63,,7,4,W 3,Breslin Events Center,-,2:00p,,,,
628,660,michigan-state,2016-12-18,REG,Northeastern,CAA,L,73,81,,7,5,L 1,Breslin Events Center,-,7:00p,,,,
629,661,michigan-state,2016-12-21,REG,Oakland,Horizon,W,77,65,,8,5,W 1,Breslin Events Center,-,7:00p,,,,
630,662,michigan-state,2016-12-27,REG,Minnesota,Big Ten,W,75,74,OT,9,5,W 2,Williams Arena,-,9:00p,,,,
631,663,michigan-state,2016-12-30,REG,Northwestern,Big Ten,W,61,52,,10,5,W 3,Breslin Events Center,-,6:00p,,,,
632,664,michigan-state,2017-01-04,REG,Rutgers,Big Ten,W,93,65,,11,5,W 4,Breslin Events Center,-,6:30p,,,,
633,665,michigan-state,2017-01-07,REG,Penn State,Big Ten,L,63,72,,11,6,L 1,The Palestra,-,1:00p,,,,
634,666,michigan-state,2017-01-11,REG,Minnesota (24),Big Ten,W,65,47,,12,6,W 1,Breslin Events Center,-,7:00p,,,,
635,667,michigan-state,2017-01-15,REG,Ohio State,Big Ten,L,67,72,,12,7,L 1,Value City Arena,-,1:30p,,,,
636,668,michigan-state,2017-01-21,REG,Indiana,Big Ten,L,75,82,,12,8,L 2,Assembly Hall,-,4:00p,,,,
637,669,michigan-state,2017-01-24,REG,Purdue (20),Big Ten,L,73,84,,12,9,L 3,Breslin Events Center,-,7:00p,,,,
638,670,michigan-state,2017-01-29,REG,Michigan,Big Ten,W,70,62,,13,9,W 1,Breslin Events Center,-,1:00p,,,,
639,671,michigan-state,2017-02-02,REG,Nebraska,Big Ten,W,72,61,,14,9,W 2,Pinnacle Bank Arena,-,7:00p,,,,
640,672,michigan-state,2017-02-07,REG,Michigan,Big Ten,L,57,86,,14,10,L 1,Crisler Arena,-,9:00p,,,,
641,673,michigan-state,2017-02-11,REG,Iowa,Big Ten,W,77,66,,15,10,W 1,Breslin Events Center,-,6:00p,,,,
642,674,michigan-state,2017-02-14,REG,Ohio State,Big Ten,W,74,66,,16,10,W 2,Breslin Events Center,-,9:00p,,,,
643,675,michigan-state,2017-02-18,REG,Purdue (16),Big Ten,L,63,80,,16,11,L 1,Mackey Arena,-,4:00p,,,,
644,676,michigan-state,2017-02-23,REG,Nebraska,Big Ten,W,88,72,,17,11,W 1,Breslin Events Center,-,7:00p,,,,
645,677,michigan-state,2017-02-26,REG,Wisconsin (16),Big Ten,W,84,74,,18,11,W 2,Breslin Events Center,-,4:00p,,,,
646,678,michigan-state,2017-03-01,REG,Illinois,Big Ten,L,70,73,,18,12,L 1,State Farm Center,-,9:00p,,,,
647,679,michigan-state,2017-03-04,REG,Maryland,Big Ten,L,60,63,,18,13,L 2,Xfinity Center,-,2:00p,,,,
648,681,michigan-state,2017-03-09,CTOURN,Penn State,Big Ten,W,78,51,,19,13,W 1,Verizon Center,-,2:25p,,,,
649,682,michigan-state,2017-03-10,CTOURN,Minnesota,Big Ten,L,58,63,,19,14,L 1,Verizon Center,-,2:45p,,,,
650,684,michigan-state,2017-03-17,NCAA,Miami (FL),ACC,W,78,58,,20,14,W 1,BOK Center,,9:20p,,,,
651,685,michigan-state,2017-03-19,NCAA,Kansas (3),Big 12,L,70,90,,20,15,L 1,BOK Center,,5:15p,,,,
652,686,michigan-state,2017-11-10,REG,North Florida,A-Sun,W,98,66,,1,0,W 1,Breslin Events Center,2,8:00p,,,,
653,687,michigan-state,2017-11-14,REG,Duke (1),ACC,L,81,88,,1,1,L 1,United Center,2,7:00p,,,,
654,688,michigan-state,2017-11-19,REG,Stony Brook,AEC,W,93,71,,2,1,W 1,Breslin Events Center,2,4:00p,,,,
655,689,michigan-state,2017-11-23,REG,DePaul,Big East,W,73,51,,3,1,W 2,Moda Center,4,11:30p,,,,
656,690,michigan-state,2017-11-25,REG,Connecticut,AAC,W,77,57,,4,1,W 3,Memorial Coliseum,4,12:00a,,,,
657,691,michigan-state,2017-11-26,REG,North Carolina (9),ACC,W,63,45,,5,1,W 4,Moda Center,4,8:30p,,,,
658,692,michigan-state,2017-11-30,REG,Notre Dame (5),ACC,W,81,63,,6,1,W 5,Breslin Events Center,3,7:00p,,,,
659,693,michigan-state,2017-12-03,REG,Nebraska,Big Ten,W,86,57,,7,1,W 6,Breslin Events Center,3,4:30p,,,,
660,694,michigan-state,2017-12-05,REG,Rutgers,Big Ten,W,62,52,,8,1,W 7,Louis Brown Athletic Center,3,7:00p,,,,
661,695,michigan-state,2017-12-09,REG,Southern Utah,Big Sky,W,88,63,,9,1,W 8,Breslin Events Center,3,6:00p,,,,
662,696,michigan-state,2017-12-16,REG,Oakland,Horizon,W,86,73,,10,1,W 9,Little Caesars Arena,2,2:00p,,,,
663,697,michigan-state,2017-12-18,REG,Houston Baptist,Southland,W,107,62,,11,1,W 10,Breslin Events Center,2,6:00p,,,,
664,698,michigan-state,2017-12-21,REG,Long Beach State,Big West,W,102,60,,12,1,W 11,Breslin Events Center,2,7:00p,,,,
665,699,michigan-state,2017-12-29,REG,Cleveland State,Horizon,W,111,61,,13,1,W 12,Breslin Events Center,2,6:00p,,,,
666,700,michigan-state,2017-12-31,REG,Savannah State,MEAC,W,108,52,,14,1,W 13,Breslin Events Center,2,12:00p,,,,
667,701,michigan-state,2018-01-04,REG,Maryland,Big Ten,W,91,61,,15,1,W 14,Breslin Events Center,1,8:00p,,,,
668,702,michigan-state,2018-01-07,REG,Ohio State,Big Ten,L,64,80,,15,2,L 1,Value City Arena,1,4:30p,,,,
669,703,michigan-state,2018-01-10,REG,Rutgers,Big Ten,W,76,72,OT,16,2,W 1,Breslin Events Center,4,7:00p,,,,
670,704,michigan-state,2018-01-13,REG,Michigan,Big Ten,L,72,82,,16,3,L 1,Breslin Events Center,4,12:00p,,,,
671,705,michigan-state,2018-01-19,REG,Indiana,Big Ten,W,85,57,,17,3,W 1,Breslin Events Center,9,7:00p,,,,
672,706,michigan-state,2018-01-22,REG,Illinois,Big Ten,W,87,74,,18,3,W 2,State Farm Center,6,9:00p,,,,
673,707,michigan-state,2018-01-26,REG,Wisconsin,Big Ten,W,76,61,,19,3,W 3,Breslin Events Center,6,8:00p,,,,
674,708,michigan-state,2018-01-28,REG,Maryland,Big Ten,W,74,68,,20,3,W 4,Xfinity Center,6,1:00p,,,,
675,709,michigan-state,2018-01-31,REG,Penn State,Big Ten,W,76,68,,21,3,W 5,Breslin Events Center,5,6:30p,,,,
676,710,michigan-state,2018-02-03,REG,Indiana,Big Ten,W,63,60,,22,3,W 6,Assembly Hall,5,8:15p,,,,
677,711,michigan-state,2018-02-06,REG,Iowa,Big Ten,W,96,93,,23,3,W 7,Carver-Hawkeye Arena,4,9:00p,,,,
678,712,michigan-state,2018-02-10,REG,Purdue (3),Big Ten,W,68,65,,24,3,W 8,Breslin Events Center,4,4:00p,,,,
679,713,michigan-state,2018-02-13,REG,Minnesota,Big Ten,W,87,57,,25,3,W 9,Williams Arena,2,9:00p,,,,
680,714,michigan-state,2018-02-17,REG,Northwestern,Big Ten,W,65,60,,26,3,W 10,Allstate Arena,2,2:00p,,,,
681,715,michigan-state,2018-02-20,REG,Illinois,Big Ten,W,81,61,,27,3,W 11,Breslin Events Center,2,7:00p,,,,
682,716,michigan-state,2018-02-25,REG,Wisconsin,Big Ten,W,68,63,,28,3,W 12,Kohl Center,2,1:00p,,,,
683,718,michigan-state,2018-03-02,CTOURN,Wisconsin,Big Ten,W,63,60,,29,3,W 13,Madison Square Garden (IV),2,12:00p,,,,
684,719,michigan-state,2018-03-03,CTOURN,Michigan (15),Big Ten,L,64,75,,29,4,L 1,Madison Square Garden (IV),2,2:00p,,,,
685,721,michigan-state,2018-03-16,NCAA,Bucknell,Patriot,W,82,78,,30,4,W 1,Little Caesars Arena,,7:10p,,,,
686,722,michigan-state,2018-03-18,NCAA,Syracuse,ACC,L,53,55,,30,5,L 1,Little Caesars Arena,,2:40p,,,,
687,723,michigan-state,2018-11-06,REG,Kansas (1),Big 12,L,87,92,,0,1,L 1,Bankers Life Fieldhouse,10,7:00p,,,,
688,724,michigan-state,2018-11-11,REG,Florida Gulf Coast,A-Sun,W,106,82,,1,1,W 1,Breslin Events Center,10,6:00p,,,,
689,725,michigan-state,2018-11-14,REG,Louisiana-Monroe,Sun Belt,W,80,59,,2,1,W 2,Breslin Events Center,11,7:00p,,,,
690,726,michigan-state,2018-11-18,REG,Tennessee Tech,OVC,W,101,33,,3,1,W 3,Breslin Events Center,11,6:00p,,,,
691,727,michigan-state,2018-11-22,REG,UCLA (17),Pac-12,W,87,67,,4,1,W 4,Orleans Arena,11,10:00p,,,,
692,728,michigan-state,2018-11-23,REG,Texas,Big 12,W,78,68,,5,1,W 5,Orleans Arena,11,6:30p,,,,
693,729,michigan-state,2018-11-27,REG,Louisville,ACC,L,78,82,OT,5,2,L 1,KFC Yum! Center,9,7:30p,,,,
694,730,michigan-state,2018-11-30,REG,Rutgers,Big Ten,W,78,67,,6,2,W 1,Louis Brown Athletic Center,9,6:00p,,,,
695,731,michigan-state,2018-12-03,REG,Iowa (18),Big Ten,W,90,68,,7,2,W 2,Breslin Events Center,10,6:30p,,,,
696,732,michigan-state,2018-12-08,REG,Florida,SEC,W,63,59,,8,2,W 3,Stephen C. O'Connell Center,10,12:00p,,,,
697,733,michigan-state,2018-12-16,REG,Green Bay,Horizon,W,104,83,,9,2,W 4,Breslin Events Center,9,5:00p,,,,
698,734,michigan-state,2018-12-21,REG,Oakland,Horizon,W,99,69,,10,2,W 5,Breslin Events Center,10,7:00p,,,,
699,735,michigan-state,2018-12-29,REG,Northern Illinois,MAC,W,88,60,,11,2,W 6,Breslin Events Center,8,2:00p,,,,
700,736,michigan-state,2019-01-02,REG,Northwestern,Big Ten,W,81,55,,12,2,W 7,Breslin Events Center,8,8:30p,,,,
701,737,michigan-state,2019-01-05,REG,Ohio State (14),Big Ten,W,86,77,,13,2,W 8,Value City Arena,8,12:00p,,,,
